qid,len,lml,districtLabel,mldistrictLabel,enarticle,mlarticle,LGDcode,LSGcode,wards
Q13113683,BysonValley Grama Panchayat,ബൈസണ് വാലി ഗ്രാമ പഞ്ചായത്ത്,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%AC%E0%B5%88%E0%B4%B8%E0%B5%BA_%E0%B4%B5%E0%B4%BE%E0%B4%B2%E0%B4%BF_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221125,G060103,13
Q13113804,Manakkad Grama Panchayat,മണക്കാട് ഗ്രാമ പഞ്ചായത്ത്,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%AE%E0%B4%A3%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%BE%E0%B4%9F%E0%B5%8D_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221173,G060705,13
Q13113890,Mariyapuram Grama Panchayat,മരിയാപുരം ഗ്രാമ പഞ്ചായത്ത്,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%AE%E0%B4%B0%E0%B4%BF%E0%B4%AF%E0%B4%BE%E0%B4%AA%E0%B5%81%E0%B4%B0%E0%B4%82_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221153,G060506,13
Q13113892,Marayoor Grama Panchayat,മറയൂര് ഗ്രാമ പഞ്ചായത്ത്,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%AE%E0%B4%B1%E0%B4%AF%E0%B5%82%E0%B5%BC_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221139,G060201,13
Q13114124,Muttom Grama Panchayat,മുട്ടം ഗ്രാമ പഞ്ചായത്ത്,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%AE%E0%B5%81%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B4%82_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221174,G060701,13
Q13114339,Rajakumary Grama Panchayat,രാജകുമാരി ഗ്രാമ പഞ്ചായത്ത്,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%B0%E0%B4%BE%E0%B4%9C%E0%B4%95%E0%B5%81%E0%B4%AE%E0%B4%BE%E0%B4%B0%E0%B4%BF_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221167,G060307,13
Q13114352,Rajakkad Grama Panchayat,രാജക്കാട് ഗ്രാമ പഞ്ചായത്ത്,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%B0%E0%B4%BE%E0%B4%9C%E0%B4%BE%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%BE%E0%B4%9F%E0%B5%8D_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221166,G060304,13
Q13115176,Senapathy Grama Panchayat,സേനാപതി ഗ്രാമ പഞ്ചായത്ത്,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%B8%E0%B5%87%E0%B4%A8%E0%B4%BE%E0%B4%AA%E0%B4%A4%E0%B4%BF_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221168,G060302,13
Q13114514,Vattavada Grama Panchayat,വട്ടവട ഗ്രാമ പഞ്ചായത്ത്,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%B5%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B4%B5%E0%B4%9F_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221142,G060204,13
Q13114892,Santhanpara Grama Panchayat,ശാന്തന്പാറ ഗ്രാമ പഞ്ചായത്ത്,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%B6%E0%B4%BE%E0%B4%A8%E0%B5%8D%E0%B4%A4%E0%B5%BB%E0%B4%AA%E0%B4%BE%E0%B4%B1_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221141,G060205,13
Q16134999,Kanthalloor Grama Panchayat,കാന്തല്ലൂര് ഗ്രാമ പഞ്ചായത്ത്,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%95%E0%B4%BE%E0%B4%A8%E0%B5%8D%E0%B4%A4%E0%B4%B2%E0%B5%8D%E0%B4%B2%E0%B5%82%E0%B5%BC_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221137,G060203,13
Q16135050,AyyappanCoil Grama Panchayat,അയ്യപ്പന് കോവില് ഗ്രാമ പഞ്ചായത്ത്,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%85%E0%B4%AF%E0%B5%8D%E0%B4%AF%E0%B4%AA%E0%B5%8D%E0%B4%AA%E0%B5%BB_%E0%B4%95%E0%B5%8B%E0%B4%B5%E0%B4%BF%E0%B5%BD_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221156,G060606,13
Q16135943,Kudayathoor Grama Panchayat,കുടയത്തൂര് ഗ്രാമ പഞ്ചായത്ത്,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%95%E0%B5%81%E0%B4%9F%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%82%E0%B5%BC_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221146,G060407,13
Q16137337,Edamalakkudy Grama Panchayat,ഇടമലക്കുടി ഗ്രാമ പഞ്ചായത്ത്,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%87%E0%B4%9F%E0%B4%AE%E0%B4%B2%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%81%E0%B4%9F%E0%B4%BF_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,276898,G060209,13
Q20573968,Edavetty Grama Panchayat,ഇടവെട്ടി ഗ്രാമ പഞ്ചായത്ത്,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%87%E0%B4%9F%E0%B4%B5%E0%B5%86%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B4%BF_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221170,G060703,13
Q20581462,Purapuzha Grama Panchayat,പുറപ്പുഴ ഗ്രാമ പഞ്ചായത്ത്,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%AA%E0%B5%81%E0%B4%B1%E0%B4%AA%E0%B5%8D%E0%B4%AA%E0%B5%81%E0%B4%B4_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221175,G060706,13
Q13110924,Kattappana Municipality,കട്ടപ്പന നഗരസഭ,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%95%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B4%AA%E0%B5%8D%E0%B4%AA%E0%B4%A8_%E0%B4%A8%E0%B4%97%E0%B4%B0%E0%B4%B8%E0%B4%AD,,,
Q16133845,Thodupuzha Municipality,തൊടുപുഴ നഗരസഭ,Idukki district,ഇടുക്കി ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%A4%E0%B5%8A%E0%B4%9F%E0%B5%81%E0%B4%AA%E0%B5%81%E0%B4%B4_%E0%B4%A8%E0%B4%97%E0%B4%B0%E0%B4%B8%E0%B4%AD,,,
Q13110137,Azhikode Grama Panchayat,അഴീക്കോട് ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%85%E0%B4%B4%E0%B5%80%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%8B%E0%B4%9F%E0%B5%8D_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221202,G130505,23
Q13111956,Chirakkal Grama Panchayat,ചിറക്കല് ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%9A%E0%B4%BF%E0%B4%B1%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%BD_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221203,G130501,23
Q13110284,Alakode Grama Panchayat,ആലക്കോട് ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,"https://ml.wikipedia.org/wiki/%E0%B4%86%E0%B4%B2%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%8B%E0%B4%9F%E0%B5%8D_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,_%E0%B4%95%E0%B4%A3%E0%B5%8D%E0%B4%A3%E0%B5%82%E0%B5%BC_%E0%B4%9C%E0%B4%BF%E0%B4%B2%E0%B5%8D%E0%B4%B2",221235,G130308,21
Q13111322,Kunnothuparamba Grama Panchayat,കുന്നാത്തുപറമ്പ് ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%95%E0%B5%81%E0%B4%A8%E0%B5%8D%E0%B4%A8%E0%B5%8B%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%81%E0%B4%AA%E0%B4%B1%E0%B4%AE%E0%B5%8D%E0%B4%AA%E0%B5%8D_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221208,G130903,21
Q16138033,Vengad Grama Panchayat,വേങ്ങാട് ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%B5%E0%B5%87%E0%B4%99%E0%B5%8D%E0%B4%99%E0%B4%BE%E0%B4%9F%E0%B5%8D%E2%80%8C_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221215,G130707,21
Q2475612,Pappinisseri Grama Panchayat,പാപ്പിനിശ്ശേരി ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,https://en.wikipedia.org/wiki/Pappinisseri,https://ml.wikipedia.org/wiki/%E0%B4%AA%E0%B4%BE%E0%B4%AA%E0%B5%8D%E0%B4%AA%E0%B4%BF%E0%B4%A8%E0%B4%BF%E0%B4%B6%E0%B5%8D%E0%B4%B6%E0%B5%87%E0%B4%B0%E0%B4%BF_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221244,G130506,20
Q6726570,Madayi Grama Panchayat,മാടായി ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,https://en.wikipedia.org/wiki/Madayi,https://ml.wikipedia.org/wiki/%E0%B4%AE%E0%B4%BE%E0%B4%9F%E0%B4%BE%E0%B4%AF%E0%B4%BF_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221224,G130203,20
Q16134344,Ulikkal Grama Panchayat,ഉളിക്കല് ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%89%E0%B4%B3%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%BD_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221194,G130409,20
Q16137048,Munderi Grama Panchayat,മുണ്ടേരി ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%AE%E0%B5%81%E0%B4%A3%E0%B5%8D%E0%B4%9F%E0%B5%87%E0%B4%B0%E0%B4%BF_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221182,G130606,20
Q13112791,Naduvil Grama Panchayat,നടുവില് ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%A8%E0%B4%9F%E0%B5%81%E0%B4%B5%E0%B4%BF%E0%B5%BD_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221242,G130306,19
Q13113964,Mangattidam Grama Panchayat,മാങ്ങാട്ടിടം ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%AE%E0%B4%BE%E0%B4%99%E0%B5%8D%E0%B4%99%E0%B4%BE%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B4%BF%E0%B4%9F%E0%B4%82_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221209,G130904,19
Q16133991,Chembilode Grama Panchayat,ചെമ്പിലോട് ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%9A%E0%B5%86%E0%B4%AE%E0%B5%8D%E0%B4%AA%E0%B4%BF%E0%B4%B2%E0%B5%8B%E0%B4%9F%E0%B5%8D_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221178,G130605,19
Q16134940,Pinarayi Grama Panchayat,പിണറായി ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%AA%E0%B4%BF%E0%B4%A3%E0%B4%B1%E0%B4%BE%E0%B4%AF%E0%B4%BF_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221256,G130703,19
Q20578729,Cherupuzha Grama Panchayat,ചെറുപുഴ ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%9A%E0%B5%86%E0%B4%B1%E0%B5%81%E0%B4%AA%E0%B5%81%E0%B4%B4_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221216,G130107,19
Q2456866,Kadirur Grama Panchayat,കതിരൂര് ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,https://en.wikipedia.org/wiki/Kadirur,https://ml.wikipedia.org/wiki/%E0%B4%95%E0%B4%A4%E0%B4%BF%E0%B4%B0%E0%B5%82%E0%B5%BC_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221251,G130801,18
Q2568397,Peralassery Grama Panchayat,പെരളശ്ശേരി ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,https://en.wikipedia.org/wiki/Peralasseri,https://ml.wikipedia.org/wiki/%E0%B4%AA%E0%B5%86%E0%B4%B0%E0%B4%B3%E0%B4%B6%E0%B5%8D%E0%B4%B6%E0%B5%87%E0%B4%B0%E0%B4%BF_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221184,G130607,18
Q2722346,Pattiam Grama Panchayat,പാട്യം ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,https://en.wikipedia.org/wiki/Pattiom,https://ml.wikipedia.org/wiki/%E0%B4%AA%E0%B4%BE%E0%B4%9F%E0%B5%8D%E0%B4%AF%E0%B4%82_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221213,G130905,18
Q3595935,Mayyil Grama Panchayat,മയ്യില് ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,https://en.wikipedia.org/wiki/Mayyil,https://ml.wikipedia.org/wiki/%E0%B4%AE%E0%B4%AF%E0%B5%8D%E0%B4%AF%E0%B4%BF%E0%B5%BD_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221190,G130406,18
Q6430512,Koodali Grama Panchayat,കൂടാളി ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,https://en.wikipedia.org/wiki/Koodali_and_Kanhirode,https://ml.wikipedia.org/wiki/%E0%B4%95%E0%B5%82%E0%B4%9F%E0%B4%BE%E0%B4%B3%E0%B4%BF_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221199,G131005,18
Q7798261,Triprangottoor Grama Panchayat,തൃപ്രങ്ങോട്ടൂര് ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%A4%E0%B5%83%E0%B4%AA%E0%B5%8D%E0%B4%AA%E0%B4%99%E0%B5%8D%E0%B4%99%E0%B5%8B%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B5%82%E0%B5%BC_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221214,G130901,18
Q13111076,Kalliasseri Grama Panchayat,കല്ല്യാശ്ശേരി ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%95%E0%B4%B2%E0%B5%8D%E0%B4%B2%E0%B5%8D%E0%B4%AF%E0%B4%BE%E0%B4%B6%E0%B5%8D%E0%B4%B6%E0%B5%87%E0%B4%B0%E0%B4%BF_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221239,G130206,18
Q13112011,Chengalayi Grama Panchayat,ചെങ്ങളായി ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%9A%E0%B5%86%E0%B4%99%E0%B5%8D%E0%B4%99%E0%B4%B3%E0%B4%BE%E0%B4%AF%E0%B4%BF_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221237,G130302,18
Q13113197,Payam Grama Panchayat,പായം ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%AA%E0%B4%BE%E0%B4%AF%E0%B4%82_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221200,G131006,18
Q16137170,Chapparapadava Grama Panchayat,ചപ്പാരപ്പടവ് ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%9A%E0%B4%AA%E0%B5%8D%E0%B4%AA%E0%B4%BE%E0%B4%B0%E0%B4%AA%E0%B5%8D%E0%B4%AA%E0%B4%9F%E0%B4%B5%E0%B5%8D_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221236,G130305,18
Q16137631,Pariyaram Grama Panchayat,പരിയാരം ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%AA%E0%B4%B0%E0%B4%BF%E0%B4%AF%E0%B4%BE%E0%B4%B0%E0%B4%82_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D_(%E0%B4%95%E0%B4%A3%E0%B5%8D%E0%B4%A3%E0%B5%82%E0%B5%BC),221245,G130304,18
Q20580197,Dharmadam Grama Panchayat,ധര്മ്മടം ഗ്രാമ പഞ്ചായത്ത്,Kannur district,കണ്ണൂർ ജില്ല,,https://ml.wikipedia.org/wiki/%E0%B4%A7%E0%B5%BC%E0%B4%AE%E0%B5%8D%E0%B4%AE%E0%B4%9F%E0%B4%82_%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%AA%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8D,221249,G130701,18
